Universal,Model,Model_ID,Code,Description,Work_Type,Labor_Hours,FRT
NO,Model Y,17,15183522,Trim - B-Pillar - Mid - RH (Structural Pack) (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,15183702,Ramp - Airbag - B-Pillar - LH (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model Y,17,15183802,Ramp - Airbag - B-Pillar - RH (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model Y,17,15184002,Trim - A-Pillar - Upper - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,15184102,Trim - A-Pillar - Upper - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,15185002,Footrest - Driver (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,15185102,Trim - C-Pillar - Rear - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model Y,17,15186002,Trim - C-Pillar - Upper - LH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model Y,17,15186102,Trim - C-Pillar - Upper - RH (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model Y,17,15190102,Center Console (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model Y,17,15190122,Center Console (2.0) (Structural Pack) (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model Y,17,1519020302,LED Light - Center Console,Remove and Replace,0.42,0.42
NO,Model Y,17,15190502,Air Vent - Center Console (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,15190602,Switch - Light - Center Console (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,15190702,Panel - Air Vent - Center Console (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,15192002,Trim - Center Console - Rear (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,15192502,Armrest - Center Console (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model Y,17,15195002,End Panel - Center Console (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,15195202,Panel - Lower Rear - Center Console (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,15196402,Phone Tray - Center Console (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,15196502,Phone Dock Bar - Center Console (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,15196602,Puddle Lamp - Center Console,Remove and Replace,0.3,0.3
NO,Model Y,17,15198102,Rail - Lower - Center Console - LH (Structural Pack) (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,15198202,Rail - Lower - Center Console - RH (Structural Pack) (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,15204302,Coat Hook - Rear - LH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model Y,17,15204402,Coat Hook - Rear - RH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model Y,17,15240042,Tie Down - Rear - RH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,15240052,Tie Down - Rear - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model Y,17,15241102,Hood Latch Cover (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,15243002,Trim - Package Tray (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model Y,17,15243102,Flip Door - Tether Anchor - LH (Remove and Replace),Remove and Replace,0.36,0.36
NO,Model Y,17,15243202,Flip Door - Tether Anchor - Center (Remove and Replace),Remove and Replace,0.36,0.36
NO,Model Y,17,15243302,Flip Door - Tether Anchor - RH (Remove and Replace),Remove and Replace,0.36,0.36
NO,Model Y,17,15244802,Trim - Sill - Trunk (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,15245302,Trim - Floor - Rear Trunk (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,15245402,Tub - Rear Trunk (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,15247002,Trunk Assembly - Lower (Remove and Replace),Remove and Replace,0.24,0.24
NO,Model Y,17,15300302,NVH Stuffer - Quarter Cavity - RH (Remove and Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,15301902,Floor Mat Set (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,15302112,NVH Stuffer - Quarter Cavity - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,15302212,NVH Stuffer - Quarter Cavity - RH (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model Y,17,15303202,Carpet – Rear (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model Y,17,15303212,Carpet - 2nd Row (7-Seat) (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model Y,17,15305102,Trunk Load Floor - Rear (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,15306302,Support - Carpet - LH (Structural Pack) (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model Y,17,15306402,Support - Carpet - RH (Structural Pack) (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,15308102,Carpet - 3rd Row (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model Y,17,16010101,HV Battery (RWD),Remove and Install,3.72,3.72
NO,Model Y,17,16010102,HV Battery (RWD),Remove and Replace,5.4,5.4
NO,Model Y,17,16010116,"Retrofit LFP HV Battery, Suspension, and Chassis Components",Retrofit,7.5,7.5
NO,Model Y,17,16010132,HV Battery (RWD) (Structural Pack) (Remove and Replace),Remove and Replace,5.7,5.7
YES,Model Y,17,16010201,HV Battery (AWD) (Non-Structural Pack),Remove and Install,3.6,3.6
YES,Model Y,17,16010202,HV Battery (AWD) (Non-Structural Pack),Remove and Replace,5.4,5.4
NO,Model Y,17,16010212,HV Battery (AWD) (Structural Pack) (Remove & Replace),Remove and Replace,6.05,6.05
NO,Model Y,17,16010232,HV Battery (AWD) (7-Seat) (Remove and Replace),Remove and Replace,5.58,5.58
NO,Model Y,17,16010500,HV Battery Health Test,Inspection,0.15,0.15
NO,Model Y,17,16011002,Flood Port - LH (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model Y,17,16011102,Flood Port - RH (Remove & Replace),Remove and Replace,1.32,1.32
NO,Model Y,17,16014212,Replace HV Battery and Reapply Adhensive,Remove and Replace,5.58,5.58
YES,Model Y,17,16015300,Discharge HV Battery (At Pack Contactors),Test/Adjust,1.02,1.02
NO,Model Y,17,16019725,Check SOC Imbalance,Inspection,0.2,0.2
NO,Model Y,17,16100032,Thermal Vent (Structural Pack) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model Y,17,16100400,Ancillary Bay Air Leak Test,Inspection,0.36,0.36
NO,Model Y,17,16100420,Ancillary Bay Air Leak Test (Structural Pack),Test/Adjust,0.55,0.55
NO,Model Y,17,16101002,Cover - Ancillary Bay (Remove & Replace),Remove and Replace,1.14,1.14
NO,Model Y,17,16101032,Cover - Ancillary Bay (7-Seat) (Remove & Replace),Remove and Replace,1.26,1.26
NO,Model Y,17,16101042,Cover - Ancillary Bay (Structural Pack) (Remove & Replace),Remove and Replace,1.5,1.5
NO,Model Y,17,16101052,Cover - Ancillary Bay (Structural Pack) (3-Phase) (Remove and Replace),Remove and Replace,1.5,1.5
NO,Model Y,17,16101602,Cover - HV Probe - HV Battery (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model Y,17,16102000,Platter Enclosure Air Leak Test,Test/Adjust,0.6,0.6
NO,Model Y,17,16102010,Platter Enclosure Coolant Leak Test,Inspection,1.38,1.38
NO,Model Y,17,16102030,Platter Enclosure Air Leak Test (Structural Pack),Test/Adjust,0.5,0.5
YES,Model Y,17,16102100,HV Battery Air Leak Test (Non-Structural Pack),Test/Adjust,0.6,0.6
NO,Model Y,17,16102102,Vent Assembly - HV Battery - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model Y,17,16102112,Vent Assembly - HV Battery - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model Y,17,16102120,HV Battery Air Leak Test (Structural Pack),Test/Adjust,0.65,0.65
NO,Model Y,17,16102202,Skid Plate - HV Battery - Rear (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model Y,17,16102602,Ski - Center Rail - HV Battery (Remove & Replace),Remove and Replace,1.5,1.5
NO,Model Y,17,16102612,Ski - Center Rail - HV Battery (Dual Motor) (Remove & Replace),Remove and Replace,1.38,1.38
NO,Model Y,17,16102702,Flood Ports - 2nd Generation (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model Y,17,16102722,Flood Port - Rear (Structural Pack) (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model Y,17,16103002,Seal - Perimeter - HV Battery (Remove & Replace),Remove and Replace,3.42,3.42
NO,Model Y,17,16106486,Vent Assembly - HV Battery - Pair (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model Y,17,16200200,Ancillary Bay Coolant Leak Test,Inspection,2.16,2.16
NO,Model Y,17,16202202,Tube - Output - Coolant - Power Conversion System (Non-Structural Pack) (Remove & Replace),Remove and Replace,2.52,2.52
NO,Model Y,17,16202302,Hose - Return - Coolant - Power Conversion System (Structural Pack) (Remove & Replace),Remove and Replace,3.12,3.12
NO,Model Y,17,16300002,Pyrotechnic Battery Disconnect (Remove & Replace),Remove and Replace,1.02,1.02
NO,Model Y,17,16300052,Cover - Pyrotechnic - HV Battery (Remove & Replace),Remove and Replace,3.0,3.0
NO,Model Y,17,16300092,Pyrotechnic Battery Disconnect (Structural Pack) (Remove & Replace),Remove and Replace,0.66,0.66
YES,Model Y,17,16300100,Resistance Meter (Zero Adjust),Test/Adjust,0.05,0.05
NO,Model Y,17,16300107,Cover - Ancillary Bay (Swap) (Battery On Table),Modify,0.36,0.36
NO,Model Y,17,16300207,Controller - High Voltage (Rework) (Battery On Table),Modify,0.24,0.24
NO,Model Y,17,16300307,Cover - Ancillary Bay (Rework) (Battery On Table,Modify,0.06,0.06
NO,Model Y,17,16301002,Power Conversion System (Non-Structural Pack) (Remove & Replace),Remove and Replace,2.52,2.52
NO,Model Y,17,16301012,Power Conversion System (Structural Pack) (Remove & Replace),Remove and Replace,2.88,2.88
NO,Model Y,17,16301102,HV Harness - Heat Pump - HV Battery (Structural Pack) (Remove & Replace),Remove and Replace,2.04,2.04
NO,Model Y,17,16301601,HV Controller (Non-Structural Pack),Remove and Install,1.2,1.2
NO,Model Y,17,16301602,HV Controller (Non-Structural Pack),Remove and Replace,1.32,1.32
NO,Model Y,17,16301631,HV Controller (Structural Pack),Remove and Install,1.5,1.5
NO,Model Y,17,16301632,HV Controller (Structural Pack),Remove and Replace,1.86,1.86
NO,Model Y,17,16302002,Contactor - Negative  - HV Battery (Non-Structural Pack) (Remove & Replace),Remove and Replace,1.38,1.38
NO,Model Y,17,16302012,Contactor - Negative  - HV Battery (Structural Pack) (Remove & Replace),Remove and Replace,1.98,1.98
NO,Model Y,17,16302102,Contactor - Positive - HV Battery (Non-Structural Pack) (Remove and Replace),Remove and Replace,1.62,1.62
NO,Model Y,17,16302112,Contactor - Positive - HV Battery (Structural Pack) (Remove & Replace),Remove and Replace,1.98,1.98
NO,Model Y,17,16302122,Contactor - Fast Charge - HV Battery (Structural Pack) (Remove & Replace),Remove and Replace,2.28,2.28
NO,Model Y,17,16302602,Contactor - Fast Charge - HV Battery (Remove & Replace),Remove and Replace,1.86,1.86
NO,Model Y,17,16302612,Contactor - Fast Charge - HV Battery  (Structural Pack)  (3-Phase) (Remove & Replace),Remove and Replace,2.28,2.28
NO,Model Y,17,16303002,Busbar - HV Battery - Negative (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,16303102,Busbar - HV Battery - Positive (Remove & Replace),Remove and Replace,1.2,1.2
NO,Model Y,17,16303602,Shunt - HV Battery (Non-Structural Pack) (Remove & Replace),Remove and Replace,1.14,1.14
NO,Model Y,17,16303622,Cover - Busbar - Shunt - HV Battery (Remove & Replace),Remove and Replace,3.0,3.0
NO,Model Y,17,16303632,Shunt - HV Battery (Structural Pack) (Remove & Replace),Remove and Replace,2.34,2.34
NO,Model Y,17,16304012,Fuse - Heat Pump - HV Battery (Structural Pack) (Remove & Replace),Remove and Replace,1.68,1.68
NO,Model Y,17,16304102,Seal - Probe Lid - HV Battery (Remove and Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,16304202,Fuse - A/C Compressor - HV Battery (Remove & Replace),Remove and Replace,1.14,1.14
NO,Model Y,17,16304402,Fuse - Power Conversion System - HV Battery (Remove & Replace),Remove and Replace,1.14,1.14
NO,Model Y,17,16305002,Harness - Ancillary Bay - HV Battery (Remove & Replace),Remove and Replace,4.08,4.08
NO,Model Y,17,16305012,Harness - Ancillary Bay - HV Battery (Structural Pack) (Remove & Replace),Remove and Replace,2.46,2.46
NO,Model Y,17,16305026,Ferrite - Harness - Ancillary Bay - HV Battery (Structural Pack) (Retrofit),Retrofit,1.8,1.8
NO,Model Y,17,16305102,Harness - HV Battery - PCS to HV Modules (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,16305312,Harness - AC Filter - HV Battery (Structural Pack) (Remove & Replace),Remove and Replace,1.86,1.86
NO,Model Y,17,16305322,Harness - AC Filter - HV Battery (Non-Structural Pack) (Remove & Replace),Remove and Replace,2.88,2.88
NO,Model Y,17,16305412,Harness - AC Filter - HV Battery (3-Phase) (Structural Pack) (Remove and Replace),Remove and Replace,1.62,1.62
NO,Model Y,17,16306002,Passthrough - DCDC - 12V (Remove & Replace),Remove and Replace,1.38,1.38
NO,Model Y,17,16306052,Passthrough - DCDC - 12V (Cable Type) (Remove and Replace),Remove and Replace,1.38,1.38
NO,Model Y,17,16307202,Busbar - Outlet - Positive - Fast Charge - HV Battery (Structural Pack) (Remove & Replace),Remove and Replace,1.86,1.86
NO,Model Y,17,16307502,Busbar - Outlet - Negative - Fast Charge - HV Battery (Structural Pack) (Remove & Replace),Remove and Replace,1.98,1.98
NO,Model Y,17,16309000,HV Battery Contactor Seize Check,Test/Adjust,1.14,1.14
NO,Model Y,17,16309902,Switch - Pack Contactors - Ancillary Bay - HV Battery (Remove and Replace),Remove and Replace,1.62,1.62
NO,Model Y,17,16900308,HV Battery Damage Evaluation (Reman),Retrofit,1.0,1.0
NO,Model Y,17,16900508,HV Battery Safety Check (Reman),Retrofit,1.0,1.0
NO,Model Y,17,16901808,Battery Enclosure Replacement (Reman),Sublet,0.0,0.0
NO,Model Y,17,16901908,Battery Module Replacement (Reman),Sublet,0.0,0.0
NO,Model Y,17,16902408,Charge/Discharge Test (Reman),Sublet,0.0,0.0
NO,Model Y,17,16902608,Battery Reassembly (Reman),Sublet,0.0,0.0
NO,Model Y,17,16902808,Battery Module Repair (Reman),Sublet,0.0,0.0
NO,Model Y,17,16903108,HV Battery Coolant Leak Rectification (Reman),Retrofit,1.0,1.0
NO,Model Y,17,16904008,Enclosure - HV Battery - Remanufactured (Reman),Retrofit,5.35,5.35
NO,Model Y,17,16904208,Enclosure - HV Battery - New (Reman),Retrofit,4.6,4.6
NO,Model Y,17,16904508,Baffle - Vent - HV Battery (Reman),Retrofit,0.15,0.15
NO,Model Y,17,16905008,Battery Management System (BMS) (Reman),Retrofit,0.45,0.45
NO,Model Y,17,16906208,Modules - HV Battery - Upper (Reman),Retrofit,0.25,0.25
NO,Model Y,17,16906408,Modules - HV Battery - Lower (Reman),Retrofit,0.7,0.7
YES,Model Y,17,17000004,Diagnosis: Driver Assistance,General Diagnosis,0.5,0.5
YES,Model Y,17,17000008,Jumpstart Vehicle (Restore),Restore,0.12,0.12
YES,Model Y,17,17010000,Vehicle HV Disablement Procedure (Non-Structural Pack),Test/Adjust,0.3,0.3
NO,Model Y,17,17010008,LV Battery - Recover,Restore,0.06,0.06
NO,Model Y,17,17010010,Vehicle HV Disablement Procedure (7-Seater),Test/Adjust,0.48,0.48
NO,Model Y,17,17010020,Vehicle HV Disablement Procedure (Structural Pack),Remove and Replace,0.48,0.48
NO,Model Y,17,17010200,12V Power (Lead Acid) (Disconnect & Connect),Modify,0.12,0.12
NO,Model Y,17,17010410,LV Power (Li-Ion) (Disconnect & Connect),Modify,0.12,0.12
NO,Model Y,17,17011002,Vent Hose - 12V Battery (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,17011202,Battery - 12V (Lead Acid) (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model Y,17,17011232,Battery - LV (Li-Ion) (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model Y,17,17012702,Beam - 12V Battery (RWD) (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,17012712,Beam - 12V Battery (Dual Motor) (Remove & Replace),Remove and Replace,1.56,1.56
NO,Model Y,17,17013459,C29890001 - no issue,Test/Adjust,0.06,0.06
NO,Model Y,17,17014202,Strap - 12V Battery (Remove & Replace),Remove and Replace,0.12,0.12
YES,Model Y,17,17100008,Harness Connector - Reconnect,Restore,0.1,0.1
NO,Model Y,17,17100022,Harness - Cushion - 2nd Row Seat - RH (7-Seat) (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model Y,17,17100032,Harness - Seat - 3rd Row (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model Y,17,17100042,Harness - Seat Cushion - 3rd Row (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,17100062,Harness - Heat Pad - Seat Cushion - 2nd Row (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,17100072,Harness - 2nd Row Seat - LH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model Y,17,17100082,Harness - 2nd Row Seat - RH (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model Y,17,17100142,Harness - Back Rest - 2nd Row Seat - RH (7-Seat) (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model Y,17,17100152,Harness - Cushion - 2nd Row Seat - LH (7-Seat) (Remove & Replace),Remove and Replace,0.66,0.66
NO,Model Y,17,17100302,Harness - Center Console (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model Y,17,1710060301,Harness - Body - LH (LHD) (7-Seat),Remove and Install,3.12,3.12
NO,Model Y,17,1710060302,Harness - Body - LH (LHD) (7-Seat),Remove and Replace,3.12,3.12
NO,Model Y,17,1710070012," Assembly, Harness, B2B Jumper, Ethernet,  ",Remove and Replace,0.6,0.6
NO,Model Y,17,17100802,Harness - Body - LH (Remove & Replace),Remove and Replace,2.7,2.7
NO,Model Y,17,17100902,Harness - Body - RH (Remove & Replace),Remove and Replace,3.0,3.0
NO,Model Y,17,17101102,Harness - Fascia - Rear (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model Y,17,17101302,Harness - Thermal Beam (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model Y,17,17102012,Jumper Harness - Trailer Hitch (Remove and Replace),Remove and Replace,0.72,0.72
NO,Model Y,17,17102402,Busbar - DCDC Ground (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model Y,17,17102802,Harness - Rear Door - LH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model Y,17,17102902,Harness - Rear Door - RH (Remove & Replace),Remove and Replace,0.9,0.9
NO,Model Y,17,17104102,Harness - HVAC Assembly (Remove & Replace),Remove and Replace,3.0,3.0
NO,Model Y,17,17104502,Harness - Liftgate (Remove & Replace),Remove and Replace,0.54,0.54
YES,Model Y,17,17105006,Wire - Electrical Harness (Overlay),Retrofit,0.0,0.0
NO,Model Y,17,17106002,Harness - 12V Battery + (Remove & Replace),Remove and Replace,0.96,0.96
NO,Model Y,17,17106702,Elastic Strap - Harness - 2nd Row Seat - Center (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,17106802,Harness - USB - Car Computer To Glove Box (16V) (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model Y,17,17106812,Harness - USB - Car Computer To Glove Box - 12V (Remove & Replace),Remove and Replace,0.3,0.3
YES,Model Y,17,17108100,Diagnosis: Low Voltage Distribution and Controllers,General Diagnosis,1.0,1.0
NO,Model Y,17,17117535,CHMSL HVIL Alert Rework,Test/Adjust,0.5,0.5
NO,Model Y,17,17130100119,MY Headlights (Check Alignment),Inspection,0.18,0.18
NO,Model Y,17,17150016,Electronic Toll Collection System (Retrofit),Retrofit,0.6,0.6
NO,Model Y,17,17152102,Module - Body Controller - LH (LHD) (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model Y,17,17152202,Module - Body Controller - RH (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model Y,17,17201702,Heater - Radar (Remove & Replace),Remove and Replace,0.84,0.84
NO,Model Y,17,17201706,Heater - Radar (Rework),Modify,0.9,0.9
NO,Model Y,17,17220002,Camera - B-Pillar - RH (AP4) (Remove and Replace),Remove and Replace,0.18,0.18
NO,Model Y,17,17221102,Camera - B-Pillar - LH (AP4) (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model Y,17,17242014S022317013,Replace Occupant Camera,Test/Adjust,0.06,0.06
NO,Model Y,17,17303002,Power Socket 12V - Center Console (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,17303202,Power Socket 12V - Rear Trunk (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,17350902,Task Light - Footwell Cover - RH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,17351702,Puddle Light - Footwell Cover - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,17352202,Puddle Light - Rear Door - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,17352302,Puddle Light - Rear Door - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,17355102,Task Light - Footwell Cover - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,17400100,Headlights - Adjust - NA (Wall Method),Test/Adjust,0.18,0.18
NO,Model Y,17,17400102,Headlight  - LH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model Y,17,17400106,Headlamps (SAE-to-Global) - Headlamp Assembly - Pair (Retrofit),Retrofit,0.72,0.72
YES,Model Y,17,17400150,Headlights - Adjust - NA (Tool Method),Test/Adjust,0.18,0.18
NO,Model Y,17,17400160,Headlights - Adjust - Global (Wall Method),Test/Adjust,0.12,0.12
NO,Model Y,17,17400170,Headlights - Adjust - Global (Tool Method),Test/Adjust,0.18,0.18
NO,Model Y,17,17400202,Headlight - RH (Remove & Replace),Remove and Replace,0.6,0.6
NO,Model Y,17,17400252,Headlight  - Pair (Remove & Replace),Remove and Replace,0.72,0.72
NO,Model Y,17,17400812,ECU - Headlight - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,17400822,ECU - Headlight - RH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,17402002,Taillight - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,17402202,Taillight - RH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,17402602,Light - License Plate (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,17402702,Light - Fog/Reverse - Rear - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,17402802,Light - Fog/Reverse - Rear - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,17402902,Lights - Fog/Reverse - Rear - LH/RH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,17403302,Tail Light Assembly - Pair (Remove & Replace),Remove and Replace,0.54,0.54
NO,Model Y,17,17403502,Reflector - Fascia - Rear - LH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,17403602,Reflector - Fascia - Rear - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,17404502,Reflex Lens - Rear - RH (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,17404802,Headlight - RH (Remove & Replace) (RHD),Remove and Replace,0.6,0.6
NO,Model Y,17,17407702,Headlight  - LH (Remove & Replace) (RHD),Remove and Replace,0.6,0.6
NO,Model Y,17,17450306,Key Card - Program (No Keys Present),Program,0.06,0.06
NO,Model Y,17,17450513,Key Fob - Program (No Keys Present),Program,0.06,0.06
NO,Model Y,17,17450902,Battery - Key Fob (Remove & Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,17451002,Siren - Battery Backed (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model Y,17,17451802,Antenna - Bluetooth Passive Entry - Rear (Remove & Replace),Remove and Replace,0.78,0.78
NO,Model Y,17,17454002,Module - Body Controller - Security (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model Y,17,17454012,Module - Body Controller - Security (2nd Generation) (Remove & Replace),Remove and Replace,0.48,0.48
NO,Model Y,17,17500302,Wiper Arm - LH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,17500352,Wiper Arm - RH (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,17501512,Hose - Washer - Reservoir (Remove & Replace),Remove and Replace,0.42,0.42
NO,Model Y,17,17501802,Wiper Arms - Pair  (Remove & Replace),Remove and Replace,0.18,0.18
NO,Model Y,17,17502502,Wiper Module (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,17509602,Wiper Module (RHD) (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,17509802,Wiper Arm - LH  (RHD) (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,17509902,Wiper Arm - LH (Remove & Replace) (RHD),Remove and Replace,0.12,0.12
NO,Model Y,17,1753010032,Horn - High Tone (Remove and Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,1753010042,Horn - Low Tone,Remove and Replace,0.18,0.18
NO,Model Y,17,17530100607,Triumph Horn,Modify,0.12,0.12
NO,Model Y,17,17531202,Horn Assembly (Remove and Replace),Remove and Replace,0.24,0.24
NO,Model Y,17,17551002,Accelerator (Remove & Replace),Remove and Replace,0.36,0.36
NO,Model Y,17,17601107,Hood Latch Ground Overlay,Modify,1.14,1.14
NO,Model Y,17,18100002,Actuator - Vent¬†- RH (Remove and Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,18100902,Sensor - Temperature - RH (Remove and Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,18101002,HVAC Assembly (Remove & Replace),Remove and Replace,2.88,2.88
NO,Model Y,17,18101102,Thermistor - Duct - Upper - LH (Remove and Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,18101202,Thermistor - Duct - Upper - RH (Remove and Replace),Remove and Replace,2.4,2.4
NO,Model Y,17,18102212,Actuator - Bleed - LH (Remove & Replace),Remove and Replace,2.7,2.7
NO,Model Y,17,18102312,Actuator - Bleed - RH (Remove & Replace),Remove and Replace,2.7,2.7
NO,Model Y,17,18103202,Blower Motor - HVAC (Remove & Replace),Remove and Replace,2.4,2.4
NO,Model Y,17,18103205,Blower Motor - HVAC (Clean),Maintenance,0.24,0.24
NO,Model Y,17,18103402,Actuator - Vent - LH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,18103502,Actuator - Vent - RH (Remove & Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,18103802,Duct - HEPA Filter (Remove & Replace),Remove and Replace,0.12,0.12
NO,Model Y,17,18104102,Thermistor - Duct - Lower - LH (Remove and Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,18104112,Thermistor - Airwave Duct - LH (Remove and Replace),Remove and Replace,0.3,0.3
NO,Model Y,17,18104202,Thermistor - Duct - Lower - RH (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,18104212,Thermistor - Airwave Duct - RH (Remove and Replace),Remove and Replace,0.24,0.24
NO,Model Y,17,18105102,Thermistor - Evaporator (Remove and Replace),Remove and Replace,0.06,0.06
NO,Model Y,17,18105302,Air Extractor - LH (Remove & Replace),Remove and Replace,0.24,0.24
NO,Model Y,17,18105322,Air Extractor - RH (Remove & Replace),Remove and Replace,0.24,0.24
